ywp_id,ywp_year,ywp_name,actorID,bc_id,conflictID,bc_name,country1,locationid1,country2,locationid2,bwd_id,bwd_name,external_exists,external_alleged,external_name,ayuda_1,ayuda_2,ayuda_3,ayuda_4,ayuda_5,ayuda_6,ayuda_7,ayuda_8,ayuda_9,ayuda_10,ayuda_11,ayuda_12,ayuda_13,ayuda_14,ayuda_15,ayuda_16,ayuda_17,ayuda_18,ayuda_19,ayuda_20,ayuda_21,ayuda_22,ayuda_23,ayuda_24,ayuda_25,ayuda_26,ayuda_27,ayuda_28,ayuda_29,ayuda_30,ayuda_31,ayuda_32,ayuda_33,ayuda_34,ayuda_35,ayuda_36,ayuda_37,ayuda_38,ayuda_39,ayuda_40,ayuda_41,ayuda_42,ayuda_43,ayuda_44,ayuda_45,ayuda_46
6850,1982,Government of Afghanistan,700,189,137,Afghanistan,Afghanistan,700,,,412,Government of Afghanistan - Hizb-i Islami-yi Afghanistan,1,0,Soviet Union,Soviet Union:XWMT$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6853,1983,Government of Afghanistan,700,189,137,Afghanistan,Afghanistan,700,,,412,Government of Afghanistan - Hizb-i Islami-yi Afghanistan,1,0,Soviet Union,Soviet Union:XWMT$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6856,1984,Government of Afghanistan,700,189,137,Afghanistan,Afghanistan,700,,,412,Government of Afghanistan - Hizb-i Islami-yi Afghanistan,1,0,Soviet Union,Soviet Union:XWMT$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6859,1985,Government of Afghanistan,700,189,137,Afghanistan,Afghanistan,700,,,412,Government of Afghanistan - Hizb-i Islami-yi Afghanistan,1,0,Soviet Union,Soviet Union:XWMT$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6862,1986,Government of Afghanistan,700,189,137,Afghanistan,Afghanistan,700,,,412,Government of Afghanistan - Hizb-i Islami-yi Afghanistan,1,0,Soviet Union,Soviet Union:XWMT$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6865,1987,Government of Afghanistan,700,189,137,Afghanistan,Afghanistan,700,,,412,Government of Afghanistan - Hizb-i Islami-yi Afghanistan,1,0,Soviet Union,Soviet Union:XWMT$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6868,1988,Government of Afghanistan,700,189,137,Afghanistan,Afghanistan,700,,,412,Government of Afghanistan - Hizb-i Islami-yi Afghanistan,1,0,Soviet Union,Soviet Union:XWMT$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4789,1989,Government of Afghanistan,700,189,137,Afghanistan,Afghanistan,700,,,412,Government of Afghanistan - Hizb-i Islami-yi Afghanistan,1,0,Soviet Union,Soviet Union:XWMT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4816,1990,Government of Afghanistan,700,189,137,Afghanistan,Afghanistan,700,,,412,Government of Afghanistan - Hizb-i Islami-yi Afghanistan,1,0,Soviet Union,Soviet Union:WMT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4819,1991,Government of Afghanistan,700,189,137,Afghanistan,Afghanistan,700,,,412,Government of Afghanistan - Hizb-i Islami-yi Afghanistan,1,0,Soviet Union,Soviet Union:WMT$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4807,1993,Government of Afghanistan,700,189,137,Afghanistan,Afghanistan,700,,,412,Government of Afghanistan - Hizb-i Islami-yi Afghanistan,1,0,Iran; Saudi Arabia,Iran:$, Saudi Arabia:M$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4867,1994,Government of Afghanistan,700,189,137,Afghanistan,Afghanistan,700,,,412,Government of Afghanistan - Hizb-i Islami-yi Afghanistan,1,0,Saudi Arabia; India - alleged,Saudi Arabia:M$, (India:WMT$),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4794,1995,Government of Afghanistan,700,189,137,Afghanistan,Afghanistan,700,,,412,Government of Afghanistan - Hizb-i Islami-yi Afghanistan,1,0,India,India:MT$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8258,2008,Government of Afghanistan,700,189,137,Afghanistan,Afghanistan,700,,,412,Government of Afghanistan - Hizb-i Islami-yi Afghanistan,1,0,United States; Canada; United Kingdom; Ireland; Netherlands; Belgium; Luxembourg; France; Switzerland; Spain; Portugal; Germany; Poland; Austria; Hungary; Czech Republic; Slovakia; Italy; Albania; Macedonia; Croatia; Slovenia; Greece; Bulgaria; Romania; Romania; Estonia; Latvia; Lithuania; Ukraine; Georgia; Azerbaijan; Finland; Sweden; Norway; Denmark; Iceland; Turkey; Jordan; Pakistan; Australia; New Zealand,United States:XMT, Canada:XT, United Kingdom:XMT, Ireland:X, Netherlands:X, Belgium:X, Luxembourg:X, France:XT, Switzerland:X, Spain:XMT, Portugal:XMT, Germany:XMT, Poland:X, Austria:X, Hungary:X, Czech Republic:X, Slovakia:X, Italy:XMT, Albania:X, Macedonia:X, Croatia:XT, Slovenia:X, Greece:X, Bulgaria:X, Romania:XMT, Romania:XMT, Estonia:X, Latvia:XMT, Lithuania:X, Ukraine:X, Georgia:X, Azerbaijan:X, Finland:X, Sweden:XMT, Norway:XMT, Denmark:XT, Iceland:X, Turkey:XMT, Jordan:X, Pakistan:X, Australia:X, New Zealand:XMT,,,,
8618,2009,Government of Afghanistan,700,189,137,Afghanistan,Afghanistan,700,,,412,Government of Afghanistan - Hizb-i Islami-yi Afghanistan,1,0,United States; Canada; United Kingdom; Ireland; Netherlands; Belgium; Luxembourg; France; Spain; Portugal; Germany; Poland; Austria; Hungary; Czech Republic; Slovakia; Italy; Albania; Macedonia; Croatia; Bosnia-Herzegovina; Slovenia; Greece; Bulgaria; Romania; Estonia; Latvia; Lithuania; Ukraine; Georgia; Azerbaijan; Finland; Sweden; Norway; Denmark; Iceland; Turkey; Jordan; United Arab Emirates; Pakistan; Singapore; Australia; New Zealand,United States:XMT, Canada:XMT, United Kingdom:XMT, Ireland:X, Netherlands:XMT, Belgium:X, Luxembourg:X, France:XMT, Spain:XMT, Portugal:X, Germany:XMT, Poland:X, Austria:X, Hungary:XMT, Czech Republic:X, Slovakia:X, Italy:X, Albania:X, Macedonia:X, Croatia:X, Bosnia-Herzegovina:X, Slovenia:X, Greece:X, Bulgaria:XMT, Romania:XMT, Estonia:XMT, Latvia:XMT, Lithuania:X, Ukraine:X, Georgia:X, Azerbaijan:X, Finland:X, Sweden:XMT, Norway:X, Denmark:X, Iceland:X, Turkey:XMT, Jordan:X, United Arab Emirates:X, Pakistan:X, Singapore:X, Australia:X, New Zealand:XMT,,,
8916,1980,Hizb-i Islami-yi Afghanistan,1141,189,137,Afghanistan,Afghanistan,700,,,412,Government of Afghanistan - Hizb-i Islami-yi Afghanistan,1,0,United States; Iran; Egypt; Saudi Arabia; China; Pakistan,United States:WM$, Iran:W, Egypt:WMT, Saudi Arabia:W$, China:W, Pakistan:MT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8924,1981,Hizb-i Islami-yi Afghanistan,1141,189,137,Afghanistan,Afghanistan,700,,,412,Government of Afghanistan - Hizb-i Islami-yi Afghanistan,1,0,United States; Egypt; Saudi Arabia; China; Pakistan,United States:WM$, Egypt:WMT, Saudi Arabia:W$, China:W, Pakistan:MT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8935,1984,Hizb-i Islami-yi Afghanistan,1141,189,137,Afghanistan,Afghanistan,700,,,412,Government of Afghanistan - Hizb-i Islami-yi Afghanistan,1,0,United States; Saudi Arabia; China; Pakistan,United States:WM$, Saudi Arabia:W$, China:W, Pakistan:MT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8942,1985,Hizb-i Islami-yi Afghanistan,1141,189,137,Afghanistan,Afghanistan,700,,,412,Government of Afghanistan - Hizb-i Islami-yi Afghanistan,1,0,United States; United Kingdom; Saudi Arabia; China; Pakistan,United States:WM$, United Kingdom:W, Saudi Arabia:W$, China:W, Pakistan:MT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8951,1986,Hizb-i Islami-yi Afghanistan,1141,189,137,Afghanistan,Afghanistan,700,,,412,Government of Afghanistan - Hizb-i Islami-yi Afghanistan,1,0,United States; United Kingdom; Saudi Arabia; China; Pakistan,United States:WM$, United Kingdom:W, Saudi Arabia:W$, China:W, Pakistan:MT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8958,1987,Hizb-i Islami-yi Afghanistan,1141,189,137,Afghanistan,Afghanistan,700,,,412,Government of Afghanistan - Hizb-i Islami-yi Afghanistan,1,0,United States; United Kingdom; Saudi Arabia; China; Pakistan,United States:WM$, United Kingdom:W, Saudi Arabia:W$, China:W, Pakistan:MT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8965,1988,Hizb-i Islami-yi Afghanistan,1141,189,137,Afghanistan,Afghanistan,700,,,412,Government of Afghanistan - Hizb-i Islami-yi Afghanistan,1,0,United States; United Kingdom; Saudi Arabia; China; Pakistan,United States:WM$, United Kingdom:W, Saudi Arabia:W$, China:W, Pakistan:MT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8974,1989,Hizb-i Islami-yi Afghanistan,1141,189,137,Afghanistan,Afghanistan,700,,,412,Government of Afghanistan - Hizb-i Islami-yi Afghanistan,1,0,United States; Saudi Arabia; Pakistan,United States:W$, Saudi Arabia:W$, Pakistan:MT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9055,1990,Hizb-i Islami-yi Afghanistan,1141,189,137,Afghanistan,Afghanistan,700,,,412,Government of Afghanistan - Hizb-i Islami-yi Afghanistan,1,0,United States; Saudi Arabia; Pakistan,United States:WM$, Saudi Arabia:W$, Pakistan:MT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4791,1991,Hizb-i Islami-yi Afghanistan,1141,189,137,Afghanistan,Afghanistan,700,,,412,Government of Afghanistan - Hizb-i Islami-yi Afghanistan,1,0,United States; Saudi Arabia; Pakistan,United States:WM$, Saudi Arabia:W$, Pakistan:MT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4920,1992,Hizb-i Islami-yi Afghanistan,1141,189,137,Afghanistan,Afghanistan,700,,,412,Government of Afghanistan - Hizb-i Islami-yi Afghanistan,1,0,United States; Saudi Arabia; Pakistan,United States:W$, Saudi Arabia:W$, Pakistan:MT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8260,1982,Hizb-i Islami-yi Afghanistan ,1141,189,137,Afghanistan,Afghanistan,700,,,412,Government of Afghanistan - Hizb-i Islami-yi Afghanistan,1,0,United States; Saudi Arabia; China; Pakistan,United States:WM$, Saudi Arabia:W$, China:W, Pakistan:MT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8619,1983,Hizb-i Islami-yi Afghanistan ,1141,189,137,Afghanistan,Afghanistan,700,,,412,Government of Afghanistan - Hizb-i Islami-yi Afghanistan,1,0,United States; Saudi Arabia; China; Pakistan,United States:WM$, Saudi Arabia:W$, China:W, Pakistan:MT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6844,1980,Government of Afghanistan,700,189,137,Afghanistan,Afghanistan,700,,,760,Government of Afghanistan - Hizb-i Islami-yi Afghanistan - Khalis faction,1,0,Soviet Union,Soviet Union:XWMT$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6847,1981,Government of Afghanistan,700,189,137,Afghanistan,Afghanistan,700,,,760,Government of Afghanistan - Hizb-i Islami-yi Afghanistan - Khalis faction,1,0,Soviet Union,Soviet Union:XWMT$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6850,1982,Government of Afghanistan,700,189,137,Afghanistan,Afghanistan,700,,,760,Government of Afghanistan - Hizb-i Islami-yi Afghanistan - Khalis faction,1,0,Soviet Union,Soviet Union:XWMT$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6853,1983,Government of Afghanistan,700,189,137,Afghanistan,Afghanistan,700,,,760,Government of Afghanistan - Hizb-i Islami-yi Afghanistan - Khalis faction,1,0,Soviet Union,Soviet Union:XWMT$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6856,1984,Government of Afghanistan,700,189,137,Afghanistan,Afghanistan,700,,,760,Government of Afghanistan - Hizb-i Islami-yi Afghanistan - Khalis faction,1,0,Soviet Union,Soviet Union:XWMT$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6859,1985,Government of Afghanistan,700,189,137,Afghanistan,Afghanistan,700,,,760,Government of Afghanistan - Hizb-i Islami-yi Afghanistan - Khalis faction,1,0,Soviet Union,Soviet Union:XWMT$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6862,1986,Government of Afghanistan,700,189,137,Afghanistan,Afghanistan,700,,,760,Government of Afghanistan - Hizb-i Islami-yi Afghanistan - Khalis faction,1,0,Soviet Union,Soviet Union:XWMT$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6865,1987,Government of Afghanistan,700,189,137,Afghanistan,Afghanistan,700,,,760,Government of Afghanistan - Hizb-i Islami-yi Afghanistan - Khalis faction,1,0,Soviet Union,Soviet Union:XWMT$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6868,1988,Government of Afghanistan,700,189,137,Afghanistan,Afghanistan,700,,,760,Government of Afghanistan - Hizb-i Islami-yi Afghanistan - Khalis faction,1,0,Soviet Union,Soviet Union:XWMT$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4789,1989,Government of Afghanistan,700,189,137,Afghanistan,Afghanistan,700,,,760,Government of Afghanistan - Hizb-i Islami-yi Afghanistan - Khalis faction,1,0,Soviet Union,Soviet Union:XWMT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4816,1990,Government of Afghanistan,700,189,137,Afghanistan,Afghanistan,700,,,760,Government of Afghanistan - Hizb-i Islami-yi Afghanistan - Khalis faction,1,0,Soviet Union,Soviet Union:WMT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4819,1991,Government of Afghanistan,700,189,137,Afghanistan,Afghanistan,700,,,760,Government of Afghanistan - Hizb-i Islami-yi Afghanistan - Khalis faction,1,0,Soviet Union,Soviet Union:WMT$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8128,1980,Hizb-i Islami-yi Afghanistan - Khalis faction,1136,189,137,Afghanistan,Afghanistan,700,,,760,Government of Afghanistan - Hizb-i Islami-yi Afghanistan - Khalis faction,1,0,United States; Iran; Egypt; Saudi Arabia; China; Pakistan,United States:WM$, Iran:T, Egypt:WMT, Saudi Arabia:W$, China:W, Pakistan:MT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8925,1981,Hizb-i Islami-yi Afghanistan - Khalis faction,1136,189,137,Afghanistan,Afghanistan,700,,,760,Government of Afghanistan - Hizb-i Islami-yi Afghanistan - Khalis faction,1,0,United States; Egypt; Saudi Arabia; China; Pakistan,United States:WM$, Egypt:WMT, Saudi Arabia:W$, China:W, Pakistan:MT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8936,1982,Hizb-i Islami-yi Afghanistan - Khalis faction,1136,189,137,Afghanistan,Afghanistan,700,,,760,Government of Afghanistan - Hizb-i Islami-yi Afghanistan - Khalis faction,1,0,United States; Saudi Arabia; China; Pakistan,United States:WM$, Saudi Arabia:W$, China:W, Pakistan:MT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8943,1983,Hizb-i Islami-yi Afghanistan - Khalis faction,1136,189,137,Afghanistan,Afghanistan,700,,,760,Government of Afghanistan - Hizb-i Islami-yi Afghanistan - Khalis faction,1,0,United States; Saudi Arabia; China; Pakistan,United States:WM$, Saudi Arabia:W$, China:W, Pakistan:MT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8952,1984,Hizb-i Islami-yi Afghanistan - Khalis faction,1136,189,137,Afghanistan,Afghanistan,700,,,760,Government of Afghanistan - Hizb-i Islami-yi Afghanistan - Khalis faction,1,0,United States; Saudi Arabia; China; Pakistan,United States:WM$, Saudi Arabia:W$, China:W, Pakistan:MT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8959,1985,Hizb-i Islami-yi Afghanistan - Khalis faction,1136,189,137,Afghanistan,Afghanistan,700,,,760,Government of Afghanistan - Hizb-i Islami-yi Afghanistan - Khalis faction,1,0,United States; United Kingdom; Saudi Arabia; China; Pakistan,United States:WM$, United Kingdom:W, Saudi Arabia:W$, China:W, Pakistan:MT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8966,1986,Hizb-i Islami-yi Afghanistan - Khalis faction,1136,189,137,Afghanistan,Afghanistan,700,,,760,Government of Afghanistan - Hizb-i Islami-yi Afghanistan - Khalis faction,1,0,United States; United Kingdom; Saudi Arabia; China; Pakistan,United States:WM$, United Kingdom:W, Saudi Arabia:W$, China:W, Pakistan:MT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8977,1987,Hizb-i Islami-yi Afghanistan - Khalis faction,1136,189,137,Afghanistan,Afghanistan,700,,,760,Government of Afghanistan - Hizb-i Islami-yi Afghanistan - Khalis faction,1,0,United States; United Kingdom; Saudi Arabia; China; Pakistan,United States:WM$, United Kingdom:W, Saudi Arabia:W$, China:W, Pakistan:MT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9066,1988,Hizb-i Islami-yi Afghanistan - Khalis faction,1136,189,137,Afghanistan,Afghanistan,700,,,760,Government of Afghanistan - Hizb-i Islami-yi Afghanistan - Khalis faction,1,0,United States; United Kingdom; Saudi Arabia; China; Pakistan,United States:WM$, United Kingdom:W, Saudi Arabia:W$, China:W, Pakistan:MT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9259,1989,Hizb-i Islami-yi Afghanistan - Khalis faction,1136,189,137,Afghanistan,Afghanistan,700,,,760,Government of Afghanistan - Hizb-i Islami-yi Afghanistan - Khalis faction,1,0,United States; Saudi Arabia; Pakistan,United States:W$, Saudi Arabia:W$, Pakistan:MT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9260,1990,Hizb-i Islami-yi Afghanistan - Khalis faction,1136,189,137,Afghanistan,Afghanistan,700,,,760,Government of Afghanistan - Hizb-i Islami-yi Afghanistan - Khalis faction,1,0,United States; Saudi Arabia; Pakistan,United States:WM$, Saudi Arabia:W$, Pakistan:MT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
