ywp_id,ywp_year,ywp_name,actorID,bc_id,conflictID,bc_name,country1,locationid1,country2,locationid2,bwd_id,bwd_name,external_exists,external_alleged,external_1,external_2,external_3,external_4,external_5,external_6,external_7,external_8,external_9,external_10,external_11,external_12,external_13,external_14,external_15,external_16,external_17,external_18,external_19,external_20,external_21,external_22,external_23,external_24,external_25,external_26,external_27,external_28,external_29,external_30,external_31,external_32,external_33,external_34,external_35,external_36,external_37,external_38,external_39,external_40,external_41,external_42,external_43,external_44,external_45,external_46
4541,2003,Government of India,750,183,227,India (Bodoland),India,750,,,313,Government of India - NDFB,1,0,Bhutan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3872,1996,NDFB,1206,183,227,India (Bodoland),India,750,,,313,Government of India - NDFB,1,0,Bhutan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3880,1999,NDFB,1206,183,227,India (Bodoland),India,750,,,313,Government of India - NDFB,1,0,NSCN-IM, ULFA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3883,2000,NDFB,1206,183,227,India (Bodoland),India,750,,,313,Government of India - NDFB,1,0,Bhutan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3884,2001,NDFB,1206,183,227,India (Bodoland),India,750,,,313,Government of India - NDFB,1,0,Bhutan, Bangladesh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5176,2004,NDFB,1206,183,227,India (Bodoland),India,750,,,313,Government of India - NDFB,1,0,Bangladesh, Myanmar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3622,1995,NLFT,1150,160,139,India (Tripura),India,750,,,269,Government of India - NLFT,1,0,ULFA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3649,1997,NLFT,1150,160,139,India (Tripura),India,750,,,269,Government of India - NLFT,1,0,NSCN-IM, KYKL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3656,1998,NLFT,1150,160,139,India (Tripura),India,750,,,269,Government of India - NLFT,1,0,NSCN-IM, KYKL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3666,1999,NLFT,1150,160,139,India (Tripura),India,750,,,269,Government of India - NLFT,1,0,NSCN-IM, KYKL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3669,2000,NLFT,1150,160,139,India (Tripura),India,750,,,269,Government of India - NLFT,1,0,NSCN-IM, KYKL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3629,2001,NLFT,1150,160,139,India (Tripura),India,750,,,269,Government of India - NLFT,1,0,NSCN-IM, NDFB, Bangladesh, KYKL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
